,id,client_type,client_category,region,role_type,priority,num_skills,num_mcqs,num_must_have_skills,num_nice_have_skills,n_devs_must_have_mcq,n_devs_nice_have_mcq,n_devs_must_have_self,n_devs_nice_have_self,job_value,customer_weekly_hour_engagement,is_deleted,dc_date_bin
4972,5334,new,3.Silver,2.Rest of US,Mobile,p0,4,1,1,3,873.0,0,1070.0,87.0,13.0,20,0,0.0
4973,5319,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p0,4,5,4,0,0.0,No Nice have skill,132.0,No Nice have skill,13.0,40,0,0.0
4974,3567,new,3.Silver,2.Rest of US,Other,p1,2,1,1,1,0.0,515.0,302.0,1299.0,13.0,40,0,0.0
4975,3569,new,4.Bronze,2.Rest of US,,p0,7,7,4,3,13.0,0,47.0,34.0,7.4,40,0,0.0
4976,3571,new,3.Silver,2.Rest of US,Web Backend,p0,6,6,4,2,0.0,84.0,8.0,1848.0,13.0,40,0,0.0
4977,3834,existing,4.Bronze,2.Rest of US,,p0,6,8,6,0,0.0,No Nice have skill,177.0,No Nice have skill,7.4,40,0,1.0
4978,3674,new,4.Bronze,2.Rest of US,,p0,6,8,5,2,0.0,137.0,381.0,4037.0,7.4,40,0,1.0
4979,4032,existing,4.Bronze,2.Rest of US,,p0,6,8,6,0,0.0,No Nice have skill,177.0,No Nice have skill,3.9,40,0,1.0
4980,3866,new,3.Silver,3.Top 30 GDP,Full Stack,p0,5,5,3,2,7.0,0,410.0,69.0,2.6,40,0,1.0
4981,3708,new,3.Silver,3.Top 30 GDP,Full Stack,p0,7,6,4,3,0.0,0,26.0,77.0,2.6,40,0,1.0
4982,3722,new,4.Bronze,1.Bay Area,Web Frontend,p0,4,4,4,0,0.0,No Nice have skill,195.0,No Nice have skill,11.5,40,0,0.0
4983,3743,new,4.Bronze,4.Others,Full Stack,p1,4,4,3,1,0.0,436.0,3.0,21126.0,0.5,40,0,0.0
4984,3752,new,4.Bronze,2.Rest of US,Full Stack,p1,6,7,3,3,0.0,0,77.0,20.0,7.4,40,0,1.0
4985,3816,new,4.Bronze,1.Bay Area,Data Engineering,p1,7,6,4,3,0.0,0,230.0,163.0,11.5,40,0,0.0
4986,3815,new,4.Bronze,1.Bay Area,Fullstack (BE-heavy),p1,5,6,5,0,0.0,No Nice have skill,55.0,No Nice have skill,11.5,40,0,0.0
4987,3849,new,4.Bronze,1.Bay Area,Data Engineering,p0,9,7,6,3,0.0,20.0,1.0,2246.0,11.5,40,0,0.0
4988,3818,new,4.Bronze,2.Rest of US,Backend Systems,p1,7,7,6,1,0.0,0,38.0,5340.0,7.4,40,0,0.0
4989,3850,new,4.Bronze,1.Bay Area,Web Backend,p0,8,6,5,3,0.0,0,1.0,24.0,11.5,40,0,0.0
4990,3851,new,4.Bronze,1.Bay Area,Web Frontend,p0,8,8,6,2,0.0,20.0,14.0,31.0,11.5,40,0,0.0
4991,3893,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,3,2,2,1,38.0,0,545.0,2255.0,7.4,40,0,0.0
4992,4388,existing,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,5,6,2,3,424.0,8.0,6139.0,2641.0,3.9,40,0,1.0
4993,3904,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,5,6,2,3,424.0,8.0,6139.0,2641.0,7.4,40,0,1.0
4994,3943,new,4.Bronze,2.Rest of US,Web Frontend,p0,7,6,5,2,0.0,16.0,13.0,5163.0,7.4,40,0,0.0
4995,3951,new,3.Silver,2.Rest of US,Web Frontend,p0,4,6,4,0,14.0,No Nice have skill,878.0,No Nice have skill,13.0,40,0,0.0
4996,3953,new,4.Bronze,2.Rest of US,Full Stack,p1,5,7,4,1,1.0,456.0,372.0,4689.0,7.4,40,0,0.0
4998,4037,new,4.Bronze,2.Rest of US,Mobile,p1,3,3,3,0,0.0,No Nice have skill,147.0,No Nice have skill,7.4,40,0,0.0
4999,5145,new,4.Bronze,2.Rest of US,Mobile,p1,3,3,3,0,0.0,No Nice have skill,147.0,No Nice have skill,7.4,40,0,0.0
5001,4058,new,4.Bronze,1.Bay Area,Mobile,p1,5,5,2,3,0.0,5.0,534.0,3997.0,11.5,40,0,0.0
5002,4059,new,4.Bronze,1.Bay Area,Full Stack,p1,5,7,3,2,143.0,52.0,2718.0,3999.0,11.5,40,0,0.0
5003,4137,new,4.Bronze,1.Bay Area,Web Frontend,p1,6,6,3,3,50.0,0,8078.0,71.0,11.5,40,0,0.0
5004,4154,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,10,6,4,6,0.0,0,798.0,7.0,13.0,40,0,0.0
5005,4854,existing,2.Gold,1.Bay Area,,p0,4,5,4,0,72.0,No Nice have skill,2001.0,No Nice have skill,22.2,40,0,1.0
5006,4210,new,2.Gold,1.Bay Area,,p0,4,4,4,0,12.0,No Nice have skill,740.0,No Nice have skill,22.2,40,0,1.0
5007,4285,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,3,4,2,1,6.0,883.0,271.0,9383.0,7.4,40,0,0.0
5008,4286,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,7,6,4,3,6.0,0,163.0,4.0,7.4,40,0,0.0
5009,4352,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,6,4,4,2,0.0,267.0,100.0,3292.0,13.0,40,0,1.0
5010,6503,existing,3.Silver,2.Rest of US,Other,p0,1,0,1,0,0.0,No Nice have skill,657.0,No Nice have skill,6.5,40,0,0.0
5011,6916,existing,3.Silver,2.Rest of US,Fullstack (BE-heavy),p0,3,2,3,0,0.0,No Nice have skill,237.0,No Nice have skill,6.5,40,0,0.0
5012,7756,existing,3.Silver,2.Rest of US,Fullstack (BE-heavy),p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,13.0,40,0,0.0
5013,4353,new,4.Bronze,2.Rest of US,Full Stack,,2,1,2,0,0.0,No Nice have skill,93.0,No Nice have skill,7.4,40,0,0.0
5014,4514,new,4.Bronze,1.Bay Area,Mobile,p0,3,2,3,1,161.0,873.0,100.0,192.0,11.5,40,0,0.0
5015,4515,new,4.Bronze,1.Bay Area,,p0,3,5,2,1,1410.0,9.0,10025.0,1976.0,11.5,40,0,0.0
5016,4517,new,3.Silver,1.Bay Area,Full Stack,p0,4,5,3,1,17.0,4228.0,245.0,13071.0,14.7,40,0,0.0
5017,4643,new,4.Bronze,1.Bay Area,Backend Systems,p0,1,0,1,0,0.0,No Nice have skill,302.0,No Nice have skill,11.5,40,0,0.0
5018,4675,new,4.Bronze,1.Bay Area,Full Stack,p0,10,10,7,3,0.0,0,40.0,1.0,11.5,40,0,1.0
5019,6547,existing,4.Bronze,1.Bay Area,,p0,6,8,6,0,1.0,No Nice have skill,5.0,No Nice have skill,5.85,40,0,0.0
5020,4678,new,4.Bronze,1.Bay Area,Machine Learning,p0,6,4,6,0,0.0,No Nice have skill,4.0,No Nice have skill,11.5,40,0,0.0
5021,4677,new,4.Bronze,1.Bay Area,,p0,6,8,6,0,0.0,No Nice have skill,163.0,No Nice have skill,11.5,40,0,1.0
5022,4676,new,4.Bronze,1.Bay Area,,p0,4,5,4,0,0.0,No Nice have skill,1333.0,No Nice have skill,11.5,40,0,1.0
5023,4696,new,4.Bronze,2.Rest of US,Machine Learning,p0,2,1,2,0,0.0,No Nice have skill,18.0,No Nice have skill,7.4,40,0,1.0
5024,4759,new,4.Bronze,3.Top 30 GDP,Data Engineering,p0,6,4,4,2,0.0,0,2.0,1375.0,1.5,35,0,0.0
5025,4985,new,3.Silver,1.Bay Area,Fullstack (BE-heavy),p0,2,1,1,1,4228.0,0,13071.0,775.0,11.5,40,0,0.0
5026,4863,new,3.Silver,1.Bay Area,Fullstack (FE-heavy),p0,3,4,2,1,79.0,4228.0,1024.0,13071.0,11.5,40,0,1.0
5027,4902,new,3.Silver,2.Rest of US,Data Engineering,p0,8,5,6,2,0.0,0,19.0,43.0,13.0,40,0,1.0
5028,4918,new,3.Silver,2.Rest of US,,p0,9,9,6,3,0.0,32.0,22.0,79.0,13.0,40,0,0.0
5029,4964,new,4.Bronze,2.Rest of US,Full Stack,p0,7,7,5,2,11.0,0,430.0,129.0,7.4,40,0,0.0
5030,5106,new,3.Silver,2.Rest of US,Full Stack,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,7.4,,0,1.0
5031,7013,existing,3.Silver,2.Rest of US,Web Backend,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40,0,1.0
5032,6113,existing,3.Silver,2.Rest of US,Full Stack,p0,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40,0,1.0
5033,8169,existing,3.Silver,2.Rest of US,Full Stack,p0,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40,0,1.0
5034,5182,new,3.Silver,2.Rest of US,Full Stack,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,7.4,,0,1.0
5035,8167,existing,3.Silver,2.Rest of US,Full Stack,p0,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40,0,1.0
5036,4973,new,3.Silver,2.Rest of US,Full Stack,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,7.4,40,0,1.0
5038,7079,existing,3.Silver,2.Rest of US,Full Stack,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40,0,1.0
5039,7087,existing,3.Silver,2.Rest of US,Full Stack,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40,0,1.0
5040,6112,existing,3.Silver,2.Rest of US,Full Stack,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40,0,1.0
5041,8168,existing,3.Silver,2.Rest of US,Full Stack,p0,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40,0,1.0
5042,5881,existing,3.Silver,2.Rest of US,Full Stack,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,6.5,40,0,1.0
5043,5071,new,4.Bronze,1.Bay Area,Full Stack,p0,8,9,6,2,3.0,0,576.0,159.0,11.5,40,0,0.0
5044,5105,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,7,7,6,1,0.0,714.0,7.0,4022.0,7.4,40,0,0.0
5045,5155,new,3.Silver,3.Top 30 GDP,,,2,3,2,0,47.0,No Nice have skill,721.0,No Nice have skill,2.6,,0,0.0
5047,5223,new,4.Bronze,2.Rest of US,Web Frontend,p0,4,2,4,0,0.0,No Nice have skill,16.0,No Nice have skill,7.4,40,0,1.0
5048,7612,existing,4.Bronze,2.Rest of US,Web Backend,p0,2,2,2,0,0.0,No Nice have skill,124.0,No Nice have skill,3.9,40,0,0.0
5049,5495,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,4,4,4,0,6.0,No Nice have skill,163.0,No Nice have skill,7.4,40,0,0.0
5050,5599,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,1,2,1,0,2214.0,No Nice have skill,4939.0,No Nice have skill,7.4,40,0,0.0
5051,5600,new,4.Bronze,2.Rest of US,Web Backend,p1,3,2,3,0,878.0,No Nice have skill,2153.0,No Nice have skill,7.4,40,0,0.0
5052,5626,new,3.Silver,1.Bay Area,Full Stack,p1,2,2,2,0,103.0,No Nice have skill,829.0,No Nice have skill,14.7,40,0,0.0
5053,5625,new,3.Silver,1.Bay Area,Full Stack,p1,5,4,5,0,0.0,No Nice have skill,85.0,No Nice have skill,14.7,40,0,0.0
5054,5624,new,3.Silver,1.Bay Area,Full Stack,p0,7,6,7,0,0.0,No Nice have skill,6.0,No Nice have skill,14.7,40,0,0.0
5055,5618,new,3.Silver,1.Bay Area,Fullstack (FE-heavy),p1,5,0,5,0,0.0,No Nice have skill,1.0,No Nice have skill,14.7,40,0,0.0
5056,5683,new,4.Bronze,2.Rest of US,Full Stack,p0,9,7,5,4,0.0,0,12.0,29.0,7.4,40,0,0.0
5059,5787,new,4.Bronze,4.Others,Web Backend,p1,12,9,7,5,0.0,0,0.0,76.0,0.5,40,0,0.0
5060,5788,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,5,6,4,1,22.0,4228.0,3031.0,13071.0,7.4,40,0,1.0
5061,6437,existing,4.Bronze,2.Rest of US,DevOps,p0,10,5,6,4,0.0,0,2.0,47.0,7.4,40,0,0.0
5063,5980,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,4,5,4,0,15.0,No Nice have skill,1666.0,No Nice have skill,7.4,40,0,0.0
5064,5981,new,4.Bronze,2.Rest of US,Full Stack,p0,1,0,1,0,0.0,No Nice have skill,302.0,No Nice have skill,7.4,40,0,0.0
5065,6093,new,3.Silver,1.Bay Area,Web Frontend,p0,4,5,4,0,22.0,No Nice have skill,3031.0,No Nice have skill,14.7,40,0,0.0
5066,5955,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,3,1,1,2,5048.0,0,15171.0,1.0,7.4,40,0,0.0
5067,6416,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p0,2,3,1,1,4251.0,560.0,15643.0,2959.0,13.0,40,0,0.0
5068,6417,new,3.Silver,2.Rest of US,DevOps,p0,2,1,1,1,0.0,56.0,1232.0,190.0,13.0,20,0,0.0
5069,6435,new,3.Silver,3.Top 30 GDP,,,2,2,2,0,292.0,No Nice have skill,2291.0,No Nice have skill,2.6,,0,0.0
5070,6513,new,4.Bronze,2.Rest of US,Full Stack,p0,4,5,3,1,86.0,6922.0,66.0,16794.0,7.4,40,0,0.0
5071,6153,new,4.Bronze,1.Bay Area,Web Frontend,p0,5,6,3,2,239.0,389.0,4525.0,3414.0,11.5,40,0,0.0
5072,6192,new,3.Silver,1.Bay Area,Data Engineering,p1,2,3,1,1,1416.0,9.0,4852.0,1976.0,14.7,40,0,0.0
5073,6197,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,6,7,5,1,0.0,0,16.0,5789.0,13.0,40,0,0.0
5074,6430,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,7,7,6,1,1.0,0,89.0,105.0,7.4,40,0,0.0
5075,8489,existing,2.Gold,2.Rest of US,Full Stack,p0,6,6,6,0,0.0,No Nice have skill,6.0,No Nice have skill,23.4,40,0,0.0
5076,6903,new,2.Gold,2.Rest of US,Embedded Systems,p1,12,7,6,6,0.0,0,0.0,1.0,23.4,40,0,0.0
5077,6701,new,2.Gold,2.Rest of US,,p0,8,7,6,2,0.0,0,3.0,133.0,23.4,40,0,0.0
5078,6902,new,2.Gold,2.Rest of US,DevOps,p1,10,9,6,4,0.0,0,57.0,42.0,23.4,40,0,1.0
5079,8246,existing,2.Gold,2.Rest of US,DevOps,p0,1,2,1,0,0.0,No Nice have skill,5340.0,No Nice have skill,23.4,40,0,0.0
5080,6707,new,2.Gold,2.Rest of US,,p1,6,4,6,0,0.0,No Nice have skill,177.0,No Nice have skill,23.4,40,0,0.0
5081,6708,new,4.Bronze,1.Bay Area,Fullstack (FE-heavy),p0,4,5,4,0,0.0,No Nice have skill,22.0,No Nice have skill,11.5,40,0,0.0
5082,6709,new,4.Bronze,1.Bay Area,Data Engineering,p1,2,1,2,0,0.0,No Nice have skill,21.0,No Nice have skill,11.5,20,0,0.0
5083,6710,new,4.Bronze,3.Top 30 GDP,Fullstack (BE-heavy),p1,7,7,6,1,0.0,0,59.0,292.0,1.5,40,0,0.0
5085,7258,new,4.Bronze,2.Rest of US,Mobile,p1,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,7.4,20,0,1.0
5086,6810,new,4.Bronze,2.Rest of US,Full Stack,p1,4,7,4,0,3.0,No Nice have skill,823.0,No Nice have skill,7.4,20,0,0.0
5087,6807,new,4.Bronze,2.Rest of US,Mobile,p1,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,7.4,20,0,1.0
5088,6921,new,2.Gold,1.Bay Area,Mobile,p0,3,2,3,0,0.0,No Nice have skill,83.0,No Nice have skill,22.2,40,0,0.0
5089,6923,new,3.Silver,2.Rest of US,Web Frontend,p0,6,8,6,0,2.0,No Nice have skill,52.0,No Nice have skill,13.0,40,0,0.0
5090,7004,new,4.Bronze,1.Bay Area,Full Stack,p0,5,3,5,0,0.0,No Nice have skill,9.0,No Nice have skill,11.5,40,0,0.0
5091,8595,existing,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,5,2,5,0,0.0,No Nice have skill,0.0,No Nice have skill,7.4,20,0,0.0
5092,8938,existing,4.Bronze,2.Rest of US,Machine Learning,p0,2,1,2,0,0.0,No Nice have skill,995.0,No Nice have skill,7.4,40,0,0.0
5093,7318,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,7,4,5,2,0.0,36.0,0.0,570.0,7.4,20,0,1.0
5094,8937,existing,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,10,8,6,4,0.0,0,2.0,8.0,7.4,40,0,0.0
5095,8936,existing,4.Bronze,2.Rest of US,Web Frontend,p0,7,6,3,4,26.0,0,945.0,5.0,7.4,40,0,1.0
5096,7462,new,4.Bronze,1.Bay Area,Full Stack,p1,2,0,1,1,0.0,0,302.0,1535.0,11.5,40,0,0.0
5097,7551,new,3.Silver,2.Rest of US,Full Stack,p1,2,4,2,0,33.0,No Nice have skill,9581.0,No Nice have skill,13.0,40,0,0.0
5098,7556,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,3,3,2,1,60.0,3545.0,1461.0,9460.0,13.0,40,0,0.0
5099,7671,new,4.Bronze,1.Bay Area,Full Stack,p1,5,7,5,0,0.0,No Nice have skill,146.0,No Nice have skill,11.5,40,0,1.0
5100,8111,new,4.Bronze,1.Bay Area,,,1,1,1,0,0.0,No Nice have skill,1088.0,No Nice have skill,11.5,,0,0.0
5101,8247,new,3.Silver,3.Top 30 GDP,Web Backend,p1,8,5,5,4,0.0,0,7.0,1.0,2.6,40,0,0.0
5102,9130,existing,2.Gold,1.Bay Area,Full Stack,p0,9,7,5,4,0.0,0,326.0,17.0,22.2,40,0,0.0
5103,8248,new,2.Gold,1.Bay Area,Full Stack,p0,9,7,5,4,0.0,0,326.0,17.0,22.2,40,0,1.0
5104,8829,new,2.Gold,1.Bay Area,Full Stack,p0,1,1,1,0,645.0,No Nice have skill,1558.0,No Nice have skill,22.2,40,0,1.0
5105,8911,new,2.Gold,1.Bay Area,Full Stack,p0,9,7,5,4,0.0,0,326.0,17.0,22.2,40,0,1.0
5106,8362,new,4.Bronze,3.Top 30 GDP,Other,p0,1,0,1,0,0.0,No Nice have skill,302.0,No Nice have skill,1.5,40,0,0.0
5107,9110,new,4.Bronze,3.Top 30 GDP,Fullstack (FE-heavy),p0,4,3,4,0,0.0,No Nice have skill,8.0,No Nice have skill,1.5,50,0,0.0
5108,8458,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,2,3,2,0,6.0,No Nice have skill,1085.0,No Nice have skill,7.4,40,0,0.0
5109,8588,new,4.Bronze,2.Rest of US,Web Backend,p0,2,1,2,0,1864.0,No Nice have skill,1054.0,No Nice have skill,7.4,40,0,0.0
5110,8688,new,4.Bronze,3.Top 30 GDP,Mobile,p0,2,3,2,0,19.0,No Nice have skill,511.0,No Nice have skill,1.5,40,0,0.0
5111,8721,new,3.Silver,2.Rest of US,Other,p1,3,1,1,2,515.0,0,1299.0,28.0,13.0,40,0,0.0
5112,8830,new,3.Silver,1.Bay Area,Fullstack (BE-heavy),p0,5,3,5,0,0.0,No Nice have skill,4.0,No Nice have skill,14.7,40,0,0.0
5113,9014,new,4.Bronze,1.Bay Area,Web Frontend,p0,5,8,2,3,105.0,105.0,12001.0,1089.0,11.5,40,0,0.0
5114,9190,new,4.Bronze,2.Rest of US,Full Stack,p1,3,5,2,1,0.0,148.0,846.0,11204.0,7.4,40,0,0.0
5115,9284,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,6,3,4,2,0.0,0,43.0,236.0,7.4,40,0,0.0
5116,9319,new,3.Silver,2.Rest of US,Full Stack,p1,8,8,2,6,79.0,0,1024.0,1.0,13.0,40,0,0.0
5119,6975,existing,1.Platinum,3.Top 30 GDP,Web Backend,p1,6,6,2,4,541.0,0,6042.0,3.0,5.9,,0,0.0
5120,4189,new,1.Platinum,3.Top 30 GDP,Web Frontend,p0,6,4,2,4,132.0,0,7318.0,0,1.5,,0,0.0
5121,4185,new,1.Platinum,3.Top 30 GDP,Full Stack,p0,4,0,4,0,0.0,No Nice have skill,8.0,No Nice have skill,1.5,,0,0.0
5122,4187,new,1.Platinum,3.Top 30 GDP,Full Stack,p0,6,6,3,3,50.0,0,8078.0,14.0,1.5,,0,0.0
5123,6977,existing,1.Platinum,3.Top 30 GDP,,,3,5,1,2,4251.0,83.0,15643.0,806.0,5.9,,0,0.0
5124,4186,new,1.Platinum,3.Top 30 GDP,Full Stack,p0,8,5,6,2,0.0,105.0,0.0,12001.0,1.5,,0,0.0
5125,4188,new,1.Platinum,3.Top 30 GDP,Full Stack,p0,6,6,3,3,50.0,0,8078.0,14.0,1.5,,0,1.0
5126,4683,existing,1.Platinum,3.Top 30 GDP,Full Stack,p0,1,0,1,0,0.0,No Nice have skill,76.0,No Nice have skill,5.9,,0,0.0
5127,3767,new,1.Platinum,3.Top 30 GDP,Full Stack,p0,4,0,4,0,0.0,No Nice have skill,8.0,No Nice have skill,1.5,,0,1.0
5128,4191,new,1.Platinum,3.Top 30 GDP,Web Frontend,p0,7,7,5,2,1.0,0,36.0,22.0,1.5,,0,0.0
5129,7604,existing,1.Platinum,3.Top 30 GDP,Fullstack (FE-heavy),,4,3,2,2,1479.0,0,6563.0,127.0,5.9,,0,1.0
5130,6976,existing,1.Platinum,3.Top 30 GDP,,,5,7,3,2,163.0,17.0,4650.0,215.0,5.9,,0,0.0
5131,8777,existing,1.Platinum,3.Top 30 GDP,Fullstack (BE-heavy),,3,4,2,1,135.0,6922.0,10215.0,14609.0,5.9,,0,0.0
5132,6954,new,1.Platinum,2.Rest of US,Web Frontend,,5,3,2,3,1156.0,0,7630.0,34.0,29.2,,0,0.0
5133,6875,new,1.Platinum,2.Rest of US,Mobile,,2,3,2,0,24.0,No Nice have skill,3565.0,No Nice have skill,29.2,,0,0.0
5134,6953,new,1.Platinum,2.Rest of US,Web Frontend,,3,5,2,1,321.0,2214.0,4523.0,4939.0,29.2,,0,0.0
5135,7080,new,1.Platinum,1.Bay Area,Backend Systems,p1,4,3,4,0,0.0,No Nice have skill,4.0,No Nice have skill,56.6,,0,1.0
5136,9169,new,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,3,3,3,0,0.0,No Nice have skill,773.0,No Nice have skill,56.6,,0,0.0
5138,8371,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),,6,5,3,3,0.0,0,182.0,390.0,29.2,,0,0.0
5139,8370,new,1.Platinum,2.Rest of US,Data Engineering,,5,4,3,2,0.0,127.0,184.0,1376.0,29.2,,0,0.0
5140,7401,new,1.Platinum,2.Rest of US,Data Engineering,p1,9,3,4,5,0.0,0,54.0,8.0,29.2,,0,0.0
5146,7979,new,4.Bronze,3.Top 30 GDP,Data Engineering,,3,2,1,2,9808.0,0,17893.0,23.0,,,0,0.0
5147,8026,existing,3.Silver,2.Rest of US,Full Stack,p1,5,7,4,1,6.0,9808.0,755.0,17893.0,13.0,40,0,0.0
5148,2999,existing,3.Silver,1.Bay Area,Machine Learning,p1,1,1,1,0,1620.0,No Nice have skill,6514.0,No Nice have skill,9.1,40,0,1.0
5149,2269,existing,3.Silver,1.Bay Area,Web Backend,p1,4,4,2,2,79.0,24.0,180.0,324.0,14.7,40,0,1.0
5150,4023,existing,3.Silver,1.Bay Area,Mobile,p1,3,2,2,1,160.0,0,573.0,4317.0,9.1,40,0,1.0
5151,7750,new,4.Bronze,4.Others,Full Stack,p1,3,4,3,0,106.0,No Nice have skill,3570.0,No Nice have skill,0.5,40,0,0.0
5152,7749,new,4.Bronze,4.Others,Mobile,p1,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,0.5,40,0,0.0
5153,7748,new,4.Bronze,4.Others,Mobile,p1,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,0.5,40,0,0.0
5155,6487,new,4.Bronze,2.Rest of US,Cloud - Security,p0,4,3,4,0,0.0,No Nice have skill,166.0,No Nice have skill,7.4,40,0,1.0
5157,7261,new,3.Silver,2.Rest of US,Web Backend,p1,7,5,4,3,0.0,0,4.0,767.0,13.0,40,0,0.0
5158,7362,new,4.Bronze,1.Bay Area,Full Stack,p1,6,8,4,2,2.0,3.0,171.0,1736.0,11.5,40,0,0.0
5159,7440,new,4.Bronze,2.Rest of US,Full Stack,p2,3,2,2,1,239.0,0,1025.0,255.0,7.4,40,0,0.0
5161,7546,new,4.Bronze,2.Rest of US,Mobile,p1,2,2,2,0,292.0,No Nice have skill,2291.0,No Nice have skill,7.4,40,0,0.0
5162,7578,new,4.Bronze,4.Others,DevOps,p1,3,1,3,0,0.0,No Nice have skill,47.0,No Nice have skill,0.5,40,0,0.0
5163,7577,new,4.Bronze,4.Others,Full Stack,p1,6,5,4,2,3.0,0,5.0,426.0,0.5,,0,0.0
5164,7596,new,4.Bronze,2.Rest of US,Full Stack,p1,6,8,4,2,37.0,178.0,749.0,4163.0,13.0,40,0,1.0
5165,9137,existing,4.Bronze,2.Rest of US,Full Stack,p1,6,8,4,2,37.0,178.0,749.0,11545.0,7.4,40,0,0.0
5166,7627,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,6,6,1,5,9808.0,0,17893.0,0,13.0,40,0,0.0
5167,8229,existing,4.Bronze,2.Rest of US,Web Backend,,4,4,3,1,0.0,0,57.0,5857.0,7.4,40,0,0.0
5168,7600,new,4.Bronze,2.Rest of US,Web Backend,p1,4,4,3,1,0.0,0,57.0,5857.0,7.4,40,0,1.0
5170,7641,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,1,1,1,0,64.0,No Nice have skill,377.0,No Nice have skill,7.4,40,0,0.0
5171,8600,new,4.Bronze,1.Bay Area,Other,,3,5,3,0,0.0,No Nice have skill,1273.0,No Nice have skill,11.5,40,0,0.0
5172,8566,new,4.Bronze,1.Bay Area,Web Frontend,p0,1,1,1,0,3467.0,No Nice have skill,8821.0,No Nice have skill,11.5,40,0,0.0
5173,8559,new,4.Bronze,1.Bay Area,,p0,4,2,4,0,0.0,No Nice have skill,238.0,No Nice have skill,11.5,40,0,0.0
5174,8567,new,4.Bronze,1.Bay Area,Other,p0,3,1,3,1,0.0,793.0,15.0,2281.0,11.5,40,0,0.0
5175,8565,new,4.Bronze,1.Bay Area,Web Backend,p0,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.5,40,0,0.0
5176,7724,new,3.Silver,2.Rest of US,Web Frontend,p1,4,4,3,1,59.0,0,1141.0,782.0,13.0,40,0,0.0
5177,7760,new,3.Silver,1.Bay Area,Fullstack (FE-heavy),p1,2,4,1,1,4251.0,9808.0,15643.0,17893.0,14.7,40,0,0.0
5178,7784,new,4.Bronze,2.Rest of US,Data Engineering,p1,2,2,2,0,13.0,No Nice have skill,1976.0,No Nice have skill,7.4,40,0,0.0
5179,7816,new,4.Bronze,3.Top 30 GDP,Full Stack,p0,6,4,4,2,0.0,0,71.0,1385.0,1.5,40,0,0.0
5180,7823,new,4.Bronze,3.Top 30 GDP,Web Frontend,p1,5,5,4,1,0.0,1442.0,15.0,4615.0,1.5,40,0,0.0
5181,7890,new,4.Bronze,2.Rest of US,Full Stack,p1,6,7,4,2,72.0,295.0,2001.0,2059.0,7.4,40,0,0.0
